fawn	dun.n.02	fawn.n.02	
Chao_Phraya	chao_phraya.n.01	
cohabitation	cohabitation.n.01	
United_States_Secret_Service	united_states_secret_service.n.01	
whirler	whirling_dervish.n.01	whirler.n.02	
plosive	stop_consonant.n.01	
taciturnity	reserve.n.07	
Stephanie_Graf	graf.n.01	
pain_threshold	pain_threshold.n.01	
Oligochaeta	oligochaeta.n.01	
cherry_tree	cherry.n.02	
Novocain	procaine_hydrochloride.n.01	
suborder_Scorpaenoidea	scorpaenoidea.n.01	
toothwort	crinkleroot.n.01	
New_South_Wales	new_south_wales.n.01	
scum	trash.n.02	scum.n.02	
spacecraft	spacecraft.n.01	
gusset	gusset.n.02	gusset.n.03	voider.n.03	
Latvian	latvian.n.01	latvian.n.02	
cassiterite	cassiterite.n.01	
mental_confusion	confusion.n.02	
Newton's_second_law	second_law_of_motion.n.01	
big_gun	big_shot.n.01	
cherub	cherub.n.02	cherub.n.01	
trichobezoar	hairball.n.01	
tall_bellflower	tall_bellflower.n.01	
Thaliacea	thaliacea.n.01	
Podocarpus	podocarpus.n.01	
family_Gliridae	gliridae.n.01	
klavern	klavern.n.01	
water_rat	water_vole.n.01	water_rat.n.03	water_dog.n.01	
moronity	moronity.n.01	
savings_account	savings_account.n.01	
examination_paper	test_paper.n.01	
Mandragora_officinarum	mandrake.n.02	
edge_tool	edge_tool.n.01	
Hermann_Goering	goring.n.01	
encephalocele	encephalocele.n.01	
repair_shed	airdock.n.01	
GNP	gross_national_product.n.01	
Lathyrus_sativus	grass_pea.n.01	
trouser_clip	bicycle_clip.n.01	
sureness	assurance.n.01	sureness.n.02	
Bedloe's_Island	liberty_island.n.01	
family_Bucconidae	bucconidae.n.01	
widowman	widower.n.01	
Tulostoma	tulostoma.n.01	
Siemens	mho.n.01	siemens.n.02	siemens.n.03	
eelworm	eelworm.n.01	
9-11	9/11.n.01	
Adam's_Peak	adam's_peak.n.01	
Yucca_elata	soapweed.n.01	
genus_Euplectella	euplectella.n.01	
sitter	sitter.n.02	babysitter.n.01	sitter.n.01	brood_hen.n.01	artist's_model.n.01	
little_egret	little_egret.n.01	
anathematisation	anathematization.n.01	
6	six.n.01	
three-day_measles	german_measles.n.01	
index_finger	index.n.05	
ballad	ballad.n.01	ballad.n.02	
sweet_vetch	sweet_vetch.n.01	
meatman	butcher.n.01	
Divina_Commedia	divine_comedy.n.01	
breakaxe	breakax.n.01	
Chalcis	chalcis.n.01	
mollusk_family	mollusk_family.n.01	
holding_cell	holding_cell.n.01	
potato_bean	groundnut.n.02	yam_bean.n.01	groundnut.n.01	
lacrimal_duct	lacrimal_duct.n.01	
internment	imprisonment.n.03	internment.n.01	impoundment.n.01	
Panthera_leo	lion.n.01	
shelver	shelver.n.01	
Sufism	sufism.n.01	
Allium	allium.n.01	
debriefing	debriefing.n.01	
prairie_berry	trompillo.n.01	
Lycopersicum	lycopersicon.n.01	
midstream	midstream.n.01	
dry-stone_wall	dry_wall.n.02	
railroading	rail_technology.n.01	
facelift	face_lift.n.02	face_lift.n.01	
Toni_Morrison	morrison.n.02	
Newcastle-upon-Tyne	newcastle.n.01	
Daguerre	daguerre.n.01	
stewardess	stewardess.n.01	
atm	asynchronous_transfer_mode.n.01	standard_atmosphere.n.01	cash_machine.n.01	
prompt	prompt.n.02	prompt.n.01	
cortisone	cortisone.n.01	
Chrysolepis_chrysophylla	giant_chinkapin.n.01	
bioscience	life_science.n.01	
starting_gate	starting_gate.n.01	
eight_ball	eight_ball.n.01	
slipper_spurge	slipper_spurge.n.01	
Ormazd	ormazd.n.01	
waterway	waterway.n.01	watercourse.n.03	
wage_scale	wage_scale.n.01	
towel_ring	towel_ring.n.01	
holly_fern	holly_fern.n.01	holly_fern.n.02	
Frederick_Carleton_Lewis	lewis.n.02	
Sterninae	sterninae.n.01	
piping_guan	piping_guan.n.01	
Shebat	shebat.n.01	
Ericaceae	ericaceae.n.01	
enteroptosis	enteroptosis.n.01	
glowing	radiance.n.01	
family_Alcidae	alcidae.n.01	
dextroglucose	dextrose.n.01	
Arhus	arhus.n.01	
misanthropy	misanthropy.n.02	misanthropy.n.01	
burgh	burgh.n.01	
half-century	half-century.n.01	
Marylander	marylander.n.01	
dipteron	dipterous_insect.n.01	
gaseous_nebula	diffuse_nebula.n.01	
Dix	dix.n.01	
chromoplast	chromoplast.n.01	
Mailer	mailer.n.04	mailer.n.01	mailer.n.03	mailer.n.02	
vaticinator	prophet.n.01	
flashflood	flash_flood.n.01	
bitter_cress	bittercress.n.01	
waver	hesitation.n.03	waver.n.01	waver.n.03	
ethics	ethic.n.02	ethic.n.01	ethical_motive.n.01	ethics.n.02	
Comptonia_peregrina	sweet_fern.n.02	
refuse	garbage.n.01	
identity_element	identity.n.03	
Champagne-Ardenne	champagne.n.02	
pork_barrel	pork_barrel.n.01	
writing_ink	writing_ink.n.01	
Belgian_shepherd	belgian_sheepdog.n.01	
waterfowl	waterfowl.n.01	
lanthanide_series	lanthanide_series.n.01	
effortlessness	effortlessness.n.01	
Knut	canute.n.01	
genus_Lens	lens.n.02	
Saint_Irenaeus	irenaeus.n.01	
JFK	kennedy.n.01	
May_beetle	june_beetle.n.01	cockchafer.n.01	
allegretto	allegretto.n.02	allegretto.n.01	
headpin	headpin.n.01	
cheddar_pink	cheddar_pink.n.01	
epanaphora	epanaphora.n.01	
Emberiza_citrinella	yellowhammer.n.02	
choir_loft	choir_loft.n.01	
mousse	mousse.n.01	mousse.n.03	mousse.n.02	
distortion	distorted_shape.n.01	aberration.n.03	distortion.n.06	distortion.n.04	distortion.n.05	distortion.n.01	
syneresis	syneresis.n.01	syneresis.n.02	
ceratin	keratin.n.01	
Sir_Edward_Elgar	elgar.n.01	
Asgard	asgard.n.01	
genus_Blattella	blattella.n.01	
divagation	diversion.n.02	digression.n.01	
quagmire	mire.n.01	
jejunal_artery	jejunal_artery.n.01	
astrology	astrology.n.01	
isometric_exercise	isometrics.n.01	
dormitory_room	dormitory.n.02	
family_Schizaeaceae	schizaeaceae.n.01	
queerness	homosexuality.n.01	oddity.n.02	
mummer	mime.n.01	
quaternity	four.n.01	
flickertail	flickertail.n.01	
Helen_Wills_Moody	moody.n.01	
conjugation	junction.n.02	conjugation.n.03	conjugation.n.02	conjugation.n.04	coupling.n.03	union.n.11	
poster_child	poster_child.n.01	
termer	termer.n.01	
Craig_Ventner	ventner.n.01	
green_mushroom_pimple	green_mushroom_pimple.n.01	
lacer	lacer.n.01	
zippo	nothing.n.01	
Charles_Peirce	peirce.n.02	
imaginative_comparison	imaginative_comparison.n.01	
blueing	bluing.n.02	bluing.n.01	
sucker	chump.n.01	lollipop.n.02	sucker.n.02	sucker.n.03	sucker.n.04	sucker.n.06	sucker.n.07	
Michael	michael.n.01	
light_colonel	lieutenant_colonel.n.01	
veggie	vegetable.n.01	
strawberry_saxifrage	strawberry_geranium.n.01	
abrasion	abrasion.n.01	abrasion.n.02	grinding.n.03	
Colorado_fir	white_fir.n.01	
unconditioned_reflex	reflex.n.01	
Psidium_littorale	guava.n.01	
harrow	harrow.n.01	
earth_almond	chufa.n.01	
Cupressus_goveniana_abramsiana	santa_cruz_cypress.n.01	
Omega_Centauri	omega_centauri.n.01	
jackass_bat	jackass_bat.n.01	
fount	font.n.01	fountain.n.04	
Bessera	bessera.n.01	
spinning	spinning.n.01	
Procellariidae	procellariidae.n.01	
capital_of_Benin	porto_novo.n.01	
Master_of_Theology	master_of_theology.n.01	
endoskeleton	endoskeleton.n.01	
knight	knight.n.01	knight.n.02	
nonaggression	nonaggression.n.01	
found	found.n.01	
Homogyne_alpina	alpine_coltsfoot.n.01	
odist	odist.n.01	
bustard_quail	button_quail.n.01	
American_hackberry	american_hackberry.n.01	
Norse_mythology	norse_mythology.n.01	
Coturnix_coturnix	migratory_quail.n.01	
tool_case	toolbox.n.01	
metheglin	metheglin.n.01	
Waterford	waterford.n.01	
Rosa	rosa.n.01	
Leptarrhena_pyrolifolia	leatherleaf_saxifrage.n.01	
little_club_moss	spikemoss.n.01	
furring	furring.n.01	furring_strip.n.01	
James_William_Fulbright	fulbright.n.01	
clean_bomb	clean_bomb.n.01	
Arthur_Tappan	tappan.n.01	
tennis_camp	tennis_camp.n.01	
penicillin	penicillin.n.01	
family_Nostocaceae	nostocaceae.n.01	
Ross	ross.n.04	ross.n.05	ross.n.02	ross.n.03	ross.n.01	
Innocent_XII	innocent_xii.n.01	
Second_Adventist	adventist.n.01	
David_Glasgow_Farragut	farragut.n.01	
funambulism	funambulism.n.01	
funambulist	funambulist.n.01	
Prunus_domestica_insititia	damson_plum.n.02	
electrical_converter	electrical_converter.n.01	
foal	foal.n.01	
salute	salute.n.01	salute.n.03	salute.n.02	
Marie_Joseph_Paul_Yves_Roch_Gilbert_du_Motier	lafayette.n.01	
yellow_spiny_daisy	yellow_spiny_daisy.n.01	
Arturo_Toscanini	toscanini.n.01	
radiothorium	thorium-228.n.01	
belief	impression.n.01	belief.n.01	
Donato_Bramante	bramante.n.01	
jeremiad	jeremiad.n.01	
rhododendron	rhododendron.n.01	
grave_mound	burial_mound.n.01	
conditioning	conditioning.n.01	
Viktor_Vasarely	vasarely.n.01	
clique	clique.n.01	
genus_Micromeria	micromeria.n.01	
sacrum	sacrum.n.01	
naira	naira.n.01	
Fort_George_G._Meade	fort_meade.n.01	
family_Echeneidae	echeneididae.n.01	
misogyny	misogyny.n.01	
contingence	eventuality.n.01	
problem_solver	problem_solver.n.01	
internationality	internationality.n.01	
Blaise_Pascal	pascal.n.02	
Molise	molise.n.01	
lingual	lingual.n.01	
tree_diagram	tree.n.02	
Ariocarpus_fissuratus	living_rock.n.01	
foot_rule	foot_rule.n.01	
catling	catling.n.01	
cyanide	cyanide.n.02	nitrile.n.01	
contingency	eventuality.n.01	contingency.n.02	
myocardial_inflammation	myocardial_inflammation.n.01	
prairie_white-fringed_orchid	prairie_white-fringed_orchid.n.01	
wild_spinach	lamb's-quarter.n.01	lamb's-quarters.n.01	wild_spinach.n.03	good-king-henry.n.01	
cocoa_plum	cocoa_plum.n.02	coco_plum.n.01	
hydroiodic_acid	hydroiodic_acid.n.01	
Tocantins	tocantins.n.01	
genus_Gynura	gynura.n.01	
belligerent	combatant.n.01	
oersted	oersted.n.02	oersted.n.01	
liquid_body_substance	liquid_body_substance.n.01	
radial_artery	radial_artery.n.01	
military_machine	military.n.01	
tango	tango.n.01	tango.n.02	
ecclesiastical_mode	ecclesiastical_mode.n.01	
prairie_white-fringed_orchis	prairie_orchid.n.01	
alfalfa_sprout	alfalfa_sprout.n.01	
rail	rail.n.02	track.n.09	rail.n.04	rail.n.05	railing.n.01	
Southern_Triangle	triangulum_australe.n.01	
Chesterton	chesterton.n.01	
Hopei	hebei.n.01	
hanging_wall	hanging_wall.n.01	
leverage	leverage.n.01	leverage.n.02	leverage.n.03	
Eurocentrism	eurocentrism.n.01	
Neophron	neophron.n.01	
niceness	subtlety.n.02	politeness.n.01	niceness.n.02	
balloon_vine	balloon_vine.n.01	
cyma	cyma.n.01	
pitsaw	pitsaw.n.01	
pie_shell	pie_crust.n.01	
antigen	antigen.n.01	
Nemophila_aurita	fiesta_flower.n.01	
gourd_family	cucurbitaceae.n.01	
punk_rocker	punk_rocker.n.01	
Artemisia_tridentata	big_sagebrush.n.01	
codswallop	folderol.n.01	
rooting_reflex	rooting_reflex.n.01	
Missouri_goldenrod	missouri_goldenrod.n.01	
Alexander_Isayevich_Solzhenitsyn	solzhenitsyn.n.01	
bun-fight	bunfight.n.01	
Isthmus_of_Tehuantepec	isthmus_of_tehuantepec.n.01	
second_string	second_string.n.01	
sea_scorpion	scorpionfish.n.01	
mural	mural.n.01	
co-beneficiary	co-beneficiary.n.01	
centripetal_force	centripetal_force.n.01	
gilbert	gilbert.n.05	gilbert.n.04	gilbert.n.01	gilbert.n.03	gilbert.n.02	
thawing	thaw.n.02	thaw.n.01	
King_James_I	james.n.03	
horse_brier	bullbrier.n.01	
Mantle	cape.n.02	mantle.n.01	mantle.n.05	mantle.n.02	mantle.n.03	blanket.n.02	mantel.n.01	curtain.n.01	
Massawa	massawa.n.01	
automysophobia	automysophobia.n.01	
arthrodesis	arthrodesis.n.01	
Dead_Sea_scrolls	dead_sea_scrolls.n.01	
utilisation	use.n.01	
bagpiper	piper.n.01	
Apocynum_androsaemifolium	common_dogbane.n.01	
plastering_trowel	plastering_trowel.n.01	
Indian_rhinoceros	indian_rhinoceros.n.01	
enjambment	enjambment.n.01	
Roccellaceae	roccellaceae.n.01	
citrus_fruit	citrus.n.01	
Ostyak-Samoyed	selkup.n.01	selkup.n.02	
genus_Mycoplasma	genus_mycoplasma.n.01	
fieldstone	fieldstone.n.01	
cervical_cap	cervical_cap.n.01	
cheesemonger	cheesemonger.n.01	
oestradiol	estradiol.n.01	
short_letter	note.n.02	
beefcake	beefcake.n.01	
Simon_Kuznets	kuznets.n.01	
pedestrian	pedestrian.n.01	
train_fare	train_fare.n.01	
Platanus_occidentalis	american_sycamore.n.01	
genus_Squalus	squalus.n.01	
anapest	anapest.n.01	
chaotic_attractor	strange_attractor.n.01	
lame_duck	lame_duck.n.01	
Queckenstedt's_test	queckenstedt's_test.n.01	
bleeder's_disease	hemophilia.n.01	
Phyllostomidae	phyllostomidae.n.01	
privateness	privacy.n.02	privacy.n.01	
self-service	self-service.n.01	
epitrochoidal_engine	wankel_engine.n.01	
Hyperoodon_ampullatus	bottle-nosed_whale.n.01	
disc_pack	disk_pack.n.01	
air_pump	air_pump.n.01	
acute_myeloid_leukemia	acute_myelocytic_leukemia.n.01	
parasitemia	parasitemia.n.01	
cardiograph	ballistocardiograph.n.01	cardiograph.n.01	
Glaux	glaux.n.01	
kneecap	patella.n.01	
curse_word	curse.n.01	
misanthropist	misanthrope.n.01	
busby	bearskin.n.02	
monastery	monastery.n.01	
Fort_Myers	fort_myers.n.01	
genus_Halesia	halesia.n.01	
Harpy	harpy.n.02	harpy.n.03	harpy.n.04	vixen.n.01	
gomuti	sugar_palm.n.01	
ding-dong	ding-dong.n.01	
nitric_bacterium	nitrate_bacterium.n.01	
ceremony	ceremony.n.03	ceremony.n.02	ceremony.n.01	
sleeping_pill	sleeping_pill.n.01	
Gulf_of_St._Lawrence	gulf_of_saint_lawrence.n.01	
darts	flit.n.01	dart.n.01	dart.n.02	darts.n.01	
company_union	company_union.n.01	
dovishness	dovishness.n.01	
Harpo	marx.n.02	
petroleum_geologist	petroleum_geologist.n.01	
whiz-kid	go-getter.n.01	
Honduras	honduras.n.01	
Sir_John_Falstaff	falstaff.n.01	
dragger	trawler.n.02	puller.n.02	
sheep_polypore	albatrellus_ovinus.n.01	
Sula	sula.n.01	
cubage_unit	volume_unit.n.01	
giving	giving.n.03	giving.n.02	giving.n.01	
subfamily_Philadelphaceae	philadelphaceae.n.01	
family_Patellidae	patellidae.n.01	
Honduran	honduran.n.01	
eclogue	eclogue.n.01	
Henry_Wadsworth_Longfellow	longfellow.n.01	
reinforced_concrete	reinforced_concrete.n.01	
isometry	isometry.n.04	isometry.n.03	isometry.n.02	isometry.n.01	
chowder	chowder.n.01	
pet_food	petfood.n.01	
cruiser	cruiser.n.01	cruiser.n.02	cabin_cruiser.n.01	
staphylococcal_enterotoxin_B	staphylococcal_enterotoxin_b.n.01	
Freon	freon.n.01	
Spanish_lime	genip.n.02	spanish_lime.n.01	
parking_meter	parking_meter.n.01	
freight	freight.n.03	freight.n.02	cargo.n.01	
law_of_conservation_of_mass	conservation_of_mass.n.01	
Fatah	al-fatah.n.01	
Southerner	southerner.n.01	
lamplight	lamplight.n.01	
littleneck_clam	littleneck.n.02	littleneck.n.01	
soybean_plant	soy.n.02	
Richard_Evelyn_Byrd	byrd.n.02	
vermiculation	vermiculation.n.02	peristalsis.n.01	
clothesline	clothesline.n.01	
c-note	hundred_dollar_bill.n.01	
meddlesomeness	intrusiveness.n.01	
gold_of_pleasure	gold_of_pleasure.n.01	
enzyme	enzyme.n.01	
larkspur	larkspur.n.01	
bijugate_leaf	bijugate_leaf.n.01	
Confederate	accomplice.n.01	confederate.n.02	confederate.n.01	
wholesale_price_index	producer_price_index.n.01	
Spica	spica.n.01	
cholinesterase	cholinesterase.n.01	
sweetbrier	sweetbrier.n.01	
pretorium	praetorium.n.01	
pampas_grass	pampas_grass.n.01	
downpour	downpour.n.01	
Philipp_Melanchthon	melanchthon.n.01	
streamer	banner.n.01	streamer.n.01	streamer.n.02	pennant.n.03	
class_Placodermi	placodermi.n.01	
partner_in_crime	confederate.n.02	
subsequentness	posteriority.n.02	
whisker_jack	canada_jay.n.01	
picket_ship	picket_ship.n.01	
genus_Orthopristis	orthopristis.n.01	
Gentianaceae	gentianaceae.n.01	
bromophenol_blue	bromophenol_blue.n.01	
Nephthys	nephthys.n.01	
deontic_logic	deontic_logic.n.01	
caesarean_section	cesarean_delivery.n.01	
enemy	foe.n.02	enemy.n.01	enemy.n.02	enemy.n.03	
hound_dog	hound.n.01	
Hypsiglena_torquata	night_snake.n.01	
Haliotis_tuberculata	ormer.n.01	
Njorth	njord.n.01	
enema	enema.n.01	
neritic_zone	neritic_zone.n.01	
Anton_Pavlovich_Chekhov	chekhov.n.01	
Medicago_arborea	moon_trefoil.n.01	
coward	coward.n.01	coward.n.02	
nacho	nacho.n.01	
genus_Casuarius	casuarius.n.01	
Malacostraca	malacostraca.n.01	
dry_unit	dry_unit.n.01	
spitball	spitball.n.01	spitball.n.02	
family_Avicenniaceae	avicenniaceae.n.01	
largesse	munificence.n.01	largess.n.01	
diningroom_set	diningroom_suite.n.01	
bullnose	bullnose.n.01	
startup	inauguration.n.01	startup.n.01	
jerboa	jerboa.n.01	
reed_meadow_grass	reed_meadow_grass.n.01	
Capparis_cynophallophora	caper_tree.n.02	
Bithynia	bithynia.n.01	
Asclepias	asclepias.n.01	
backfire	backfire.n.04	blowback.n.01	backfire.n.02	backfire.n.03	
anchylosis	ankylosis.n.01	
shot_hole	shot_hole.n.01	
pride_of_place	pride_of_place.n.01	
Golden_Gate_Bridge	golden_gate_bridge.n.01	
montan_wax	montan_wax.n.01	
contour	shape.n.01	contour.n.01	contour.n.03	
stiff_gentian	agueweed.n.01	
Macrotus_californicus	macrotus.n.01	
ill-treatment	maltreatment.n.01	
baritone	baritone.n.03	baritone.n.02	baritone.n.01	
spirits	spirit.n.04	liquor.n.01	spirit.n.01	spirit.n.02	spirit.n.03	liveliness.n.02	heart.n.06	emotional_state.n.01	intent.n.02	
guinea	guinea.n.01	guinea.n.03	guinea_fowl.n.01	wop.n.01	
olive_ridley	pacific_ridley.n.01	
fission	fission.n.01	fission.n.02	
concrete_jungle	concrete_jungle.n.01	
Aletris_aurea	yellow_colicroot.n.01	
schizopetalon	schizopetalon.n.01	
bacillary_dysentery	shigellosis.n.01	
metaphosphoric_acid	metaphosphoric_acid.n.01	
Italian_rye	italian_ryegrass.n.01	
Richard_Nixon	nixon.n.01	
viciousness	ferociousness.n.01	
epic_poetry	heroic_poetry.n.01	
Gavialis	gavialis.n.01	
candor	candor.n.02	fairness.n.02	
archduke	archduke.n.01	
atomic_number_9	fluorine.n.01	
atomic_number_8	oxygen.n.01	
atomic_number_7	nitrogen.n.01	
atomic_number_6	carbon.n.01	
atomic_number_5	boron.n.01	
atomic_number_4	beryllium.n.01	
atomic_number_3	lithium.n.01	
atomic_number_2	helium.n.01	
atomic_number_1	hydrogen.n.01	
Privine	naphazoline.n.01	
Tridacna_gigas	giant_clam.n.01	
verst	verst.n.01	
signatory	signer.n.02	
screecher	roarer.n.01	
diminution	diminution.n.02	decline.n.01	decrease.n.04	
minute_steak	minute_steak.n.01	
two-bagger	double.n.01	
spore_mother_cell	spore_mother_cell.n.01	
Jason	jason.n.01	
Psophia_crepitans	brazilian_trumpeter.n.01	
Clusiaceae	guttiferae.n.01	
Hippodamia_convergens	hippodamia_convergens.n.01	
lithomancer	lithomancer.n.01	
Toda	toda.n.01	toda.n.02	
intercept	intercept.n.01	
pesticide_poisoning	pesticide_poisoning.n.01	
Todd	todd.n.02	todd.n.01	
messiah	messiah.n.01	messiah.n.02	messiah.n.03	messiah.n.04	
loudmouth	loudmouth.n.01	
Arabis_Canadensis	sicklepod.n.02	
rydberg	rydberg.n.01	
Nobel	nobel.n.01	
Granville-Barker	granville-barker.n.01	
pronominal	pronominal_phrase.n.01	
gravitational_force	gravity.n.01	
panfish	panfish.n.01	
Bougainville	bougainville.n.01	bougainville.n.02	
file_allocation_table	file_allocation_table.n.01	
syph	syphilis.n.01	
Hussein	hussein.n.01	hussein.n.02	
Labrador_tea	labrador_tea.n.01	
Rousseau	rousseau.n.02	rousseau.n.01	
souffle	souffle.n.01	
domino_effect	domino_effect.n.01	
Gymnopilus_validipes	gymnopilus_validipes.n.01	
thermos_flask	thermos.n.01	
sulfonamide	sulfa_drug.n.01	
severance_agreement	severance_agreement.n.01	
siliqua	silique.n.01	
purlieu	environs.n.02	
make-work	busywork.n.01	
Watt	watt.n.02	watt.n.01	
invalidator	invalidator.n.01	
game_of_chance	game_of_chance.n.01	
ring-tailed_cat	bassarisk.n.01	
Lindera_benzoin	spicebush.n.01	
mercantilism	commerce.n.01	mercantilism.n.01	
genicular_vein	genicular_vein.n.01	
white-coat_hypertension	white-coat_hypertension.n.01	
official_emissary	legate.n.01	
Asparagaceae	asparagaceae.n.01	
champion	supporter.n.01	ace.n.03	champion.n.01	champion.n.02	
vitamin_B_complex	b-complex_vitamin.n.01	
spot-welder	spot-welder.n.01	
Microhylidae	microhylidae.n.01	
broody	brood_hen.n.01	
Greek_capital	athens.n.01	
verso	verso.n.01	reverse.n.04	
racer	racer.n.01	racer.n.03	racer.n.02	racer.n.04	
Kalotermes	kalotermes.n.01	
representative	example.n.01	representative.n.01	spokesperson.n.01	congressman.n.01	
ad_campaign	advertising_campaign.n.01	
twin-prop	double-prop.n.01	
plum_duff	duff.n.01	
hardness	severity.n.04	hardness.n.04	unfeelingness.n.01	hardness.n.01	hardness.n.02	
Marlene_Dietrich	dietrich.n.01	
puerpera	puerpera.n.01	
crossbench	crossbench.n.01	
enrollment	registration.n.02	registration.n.01	
genus_Libocedrus	libocedrus.n.01	
escape_hatch	escape_hatch.n.01	
Great_Lakes	great_lakes.n.01	
computer_address	address.n.01	
leaning	leaning.n.04	tilt.n.04	proclivity.n.01	leaning.n.01	
swan_dive	swan_dive.n.01	
eeriness	eeriness.n.01	
Citellus	citellus.n.01	
hope_chest	hope_chest.n.01	
douche_bag	douche.n.01	
Telescopium	telescopium.n.01	
hyperactivity	hyperactivity.n.01	
Jersey_pine	scrub_pine.n.01	
Asarum_europaeum	asarabacca.n.01	
Micrurus	micrurus.n.01	
Reptantia	reptantia.n.01	
sandboy	sandboy.n.01	
slenderness	thinness.n.01	slenderness.n.03	slenderness.n.01	
Sturmabteilung	sa.n.01	
rain_cloud	nimbus.n.01	
investment_trust	investment_company.n.01	
temperature_reduction	cooling.n.01	
Nestorius	nestorius.n.01	
bridle_road	bridle_path.n.01	
genus_Dicksonia	dicksonia.n.01	
acardia	acardia.n.01	
clamminess	dankness.n.01	
genus_Parthenocissus	parthenocissus.n.01	
cytolysin	cytolysin.n.01	
nanosecond	nanosecond.n.01	
cytolysis	cytolysis.n.01	
pouffe	ottoman.n.03	
premonition	foreboding.n.01	forewarning.n.01	
sherbert	sherbert.n.01	
forgiveness	forgiveness.n.02	forgiveness.n.01	
special_K	k.n.07	
Mycenaen	mycenaen.n.01	
kayo	knockout.n.02	
sprog	sprog.n.01	sprog.n.02	
knitting	knit.n.03	knitting.n.02	
upbringing	breeding.n.03	upbringing.n.01	
contrition	attrition.n.03	
rights_issue	rights_offering.n.01	
three-way_switch	three-way_switch.n.01	
thin-leaved_stringybark	white_stringybark.n.01	
Fourier	fourier.n.02	fourier.n.01	
Quercus_prinus	basket_oak.n.01	
fabrication	fabrication.n.01	fabrication.n.02	fabrication.n.03	fabrication.n.04	lying.n.01	
euro	euro.n.01	
birdcage_mask	birdcage_mask.n.01	
genus_Ostrea	ostrea.n.01	
xiphoid_process	xiphoid_process.n.01	
pedwood	common_european_dogwood.n.01	
